Portfolio,Department/Agency,Outcome,Program,Expense type,Appropriation type,Description,2013-14,2014-15,2015-16,2016-17,2017-18,Source document,Source table,URL
"Generelle reserver","Reserver mv.","Reserver mv.","Fonden for Velfærdsteknologi",Expense type,Appropriation type,"investeringer i ABT",0,9500,86300,153700,146800,<a href="javascript:visAnm('153351110')">Se anmærkninger,link</a>,
"Generelle reserver","Reserver mv.","Reserver mv.","Mere og bedre voksen- og efteruddannelse",Expense type,Appropriation type,"Mere og bedre voksen- og efteruddannelse",0,115000,0,0,0,<a href="javascript:visAnm('153351116')">Se anmærkninger,link</a>,
"Generelle reserver","Reserver mv.","Reserver mv.","Reserve til bekæmpelse af ludomani",Expense type,Appropriation type,"Reserve til bekæmpelse af ludomani",0,0,34500,34500,34500,<a href="javascript:visAnm('153351118')">Se anmærkninger,link</a>,
"Generelle reserver","Reserver mv.","Reserver mv.","Reserve til lovprogram, regeringsinitiativer",Expense type,Appropriation type,"Reserve til lovprogram, regeringsinitiativer",0,0,217300,271000,268000,<a href="javascript:visAnm('153351119')">Se anmærkninger,link</a>,
"Generelle reserver","Reserver mv.","Reserver mv.","Reserve vedr. reduktion af kom. erhv.ret.sags",Expense type,Appropriation type,"Reserve til initiativ vedr. reduktion af komm",0,0,31200,40500,40500,<a href="javascript:visAnm('153351120')">Se anmærkninger,link</a>,
"Generelle reserver","Reserver mv.","Reserver mv.","Reserve Statens Serum Institut",Expense type,Appropriation type,"Reserve til Statens Serum Institut",0,0,100000,0,0,<a href="javascript:visAnm('153351122')">Se anmærkninger,link</a>,
"Generelle reserver","Reserver mv.","Reserver mv.","Reserve til sundhedspolitisk udspil, drift",Expense type,Appropriation type,"Reserve til sundhedspolitisk udspil, drift",0,0,450000,850000,1150000,<a href="javascript:visAnm('153351123')">Se anmærkninger,link</a>,
"Generelle reserver","Reserver mv.","Reserver mv.","Reserve til sundhedspolitisk udspil, anlæg",Expense type,Appropriation type,"Reserve til sundhedspolitisk udspil, anlæg",0,0,0,500000,500000,<a href="javascript:visAnm('153351124')">Se anmærkninger,link</a>,
"Generelle reserver","Reserver mv.","Reserver mv.","Merudgifter ved politiets int. operationer",Expense type,Appropriation type,"Merudgifter ved politiets int. operationer",0,28800,28800,28800,28800,<a href="javascript:visAnm('153351126')">Se anmærkninger,link</a>,
"Generelle reserver","Reserver mv.","Reserver mv.","Reserve til radiokommunikationssystem",Expense type,Appropriation type,"Reserve til radiokommunikationssystem",0,15500,22700,0,0,<a href="javascript:visAnm('153351128')">Se anmærkninger,link</a>,
"Generelle reserver","Reserver mv.","Reserver mv.","Reserve til lavere færgetakster for godstrans",Expense type,Appropriation type,"Reserve til lavere færgetakster for godstrans",0,0,50000,125000,125000,<a href="javascript:visAnm('153351134')">Se anmærkninger,link</a>,
"Generelle reserver","Reserver mv.","Reserver mv.","Ramme til lempelser for erhvervslivet",Expense type,Appropriation type,"Ramme til lempelser for erhvervslivet",0,0,0,207800,210300,<a href="javascript:visAnm('153351135')">Se anmærkninger,link</a>,
"Generelle reserver","Reserver mv.","Reserver mv.","Reserve vedr. adm. udg. sfa. skatteaftalen",Expense type,Appropriation type,"Reserve vedr. adm. udg. sfa. skatteaftale",0,0,0,40600,40600,<a href="javascript:visAnm('153351145')">Se anmærkninger,link</a>,
"Generelle reserver","Reserver mv.","Reserver mv.","Reserve til EU-bidrag",Expense type,Appropriation type,"Reserve til EU-bidrag",0,0,0,200000,200000,<a href="javascript:visAnm('153351147')">Se anmærkninger,link</a>,
"Generelle reserver","Reserver mv.","Reserver mv.","Reserve til asylområdet",Expense type,Appropriation type,"Reserve til asylområdet",0,0,100000,0,0,<a href="javascript:visAnm('153351148')">Se anmærkninger,link</a>,
"Generelle reserver","Reserver mv.","Reserver mv.","Reserve til flygtningemodtagelse i kommunerne",Expense type,Appropriation type,"Reserve til flygtningemodtagelse i kommunerne",0,0,250000,0,0,<a href="javascript:visAnm('153351149')">Se anmærkninger,link</a>,
"Generelle reserver","Reserver mv.","Reserver mv.","Højrisiko it-projekter",Expense type,Appropriation type,"Højrisiko it-projekter",0,16300,0,0,0,<a href="javascript:visAnm('153351160')">Se anmærkninger,link</a>,
"Generelle reserver","Reserver mv.","Momsrefusion","Ikke-fradragsberettiget købsmoms, drift",Expense type,Appropriation type,"Ikke-fradragsberettiget købsmoms, drift",7264300,7127900,7199200,7199200,7199200,<a href="javascript:visAnm('153351201')">Se anmærkninger,link</a>,
"Generelle reserver","Reserver mv.","Momsrefusion","Ikke-fradragsberettiget købsmoms, anlæg",Expense type,Appropriation type,"Ikke-fradragsberettiget købsmoms, anlæg",2048500,2140200,2161600,2161600,2161600,<a href="javascript:visAnm('153351202')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Tjenestemænd i staten og folkekirken m.v.","Pensionsudgifter og -bidrag","Politivæsenet og anklagemyndigheden",Expense type,Appropriation type,"Politivæsenet og anklagemyndigheden",584700,684700,661700,694900,728300,<a href="javascript:visAnm('153361101')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Tjenestemænd i staten og folkekirken m.v.","Pensionsudgifter og -bidrag","Kriminalforsorgen",Expense type,Appropriation type,"Kriminalforsorgen",209100,225800,233200,239800,249200,<a href="javascript:visAnm('153361102')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Tjenestemænd i staten og folkekirken m.v.","Pensionsudgifter og -bidrag","Forsvaret",Expense type,Appropriation type,"Forsvaret",1104400,1111600,1135600,1141600,1142100,<a href="javascript:visAnm('153361103')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Tjenestemænd i staten og folkekirken m.v.","Pensionsudgifter og -bidrag","Folkekirkens præster og provster",Expense type,Appropriation type,"Folkekirkens præster og provster",184500,177900,184200,184200,180700,<a href="javascript:visAnm('153361104')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Tjenestemænd i staten og folkekirken m.v.","Pensionsudgifter og -bidrag","Tjenstemænd i andre min. og styrelser",Expense type,Appropriation type,"Tjenestemænd i andre ministerier og styrelser",2334400,2397800,2325300,2325300,2325300,<a href="javascript:visAnm('153361108')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Tjenestemænd i staten og folkekirken m.v.","Pensionsudgifter og -bidrag","Pensionsoverførsler",Expense type,Appropriation type,"Kommuner s.f.a. indivi. o.af tje.mænd",2400,7500,7600,7600,7600,<a href="javascript:visAnm('153361110')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Tjenestemænd i staten og folkekirken m.v.","Pensionsudgifter og -bidrag","Pensionsoverførsler",Expense type,Appropriation type,"Kommuner s.f.a. opgoml. o.af tje.mænd",22100,13000,13100,13100,13100,<a href="javascript:visAnm('153361110')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Tjenestemænd i staten og folkekirken m.v.","Pensionsudgifter og -bidrag","Pensionsoverførsler",Expense type,Appropriation type,"Amtstjm. pensioneret før 01.01.2007",2087200,2000000,1931000,1931000,1931000,<a href="javascript:visAnm('153361110')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Tjenestemænd i staten og folkekirken m.v.","Pensionsudgifter og -bidrag","Pensionsoverførsler",Expense type,Appropriation type,"Udbetaling af fratrædelsesgodtgørelse m.v.",200,2000,2000,2000,2000,<a href="javascript:visAnm('153361110')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Ansatte med tjenestemandspensionsret","Pensionsudgifter og -bidrag","Post Danmark A/S",Expense type,Appropriation type,"Post Danmark A/S",1611600,1685900,1723900,1743600,1752900,<a href="javascript:visAnm('153362101')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Ansatte med tjenestemandspensionsret","Pensionsudgifter og -bidrag","DSB",Expense type,Appropriation type,"Statsbanerne",860800,769400,711000,655900,601600,<a href="javascript:visAnm('153362102')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Ansatte med tjenestemandspensionsret","Pensionsudgifter og -bidrag","DSB",Expense type,Appropriation type,"DSB selvstændig offentlig virksomhed",213000,316000,346800,393000,432200,<a href="javascript:visAnm('153362102')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Ansatte med tjenestemandspensionsret","Pensionsudgifter og -bidrag","Scandlines A/S",Expense type,Appropriation type,"Scandlines A/S",142100,134300,135100,133000,131700,<a href="javascript:visAnm('153362103')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Ansatte med tjenestemandspensionsret","Pensionsudgifter og -bidrag","BG Bank A/S",Expense type,Appropriation type,"BG Bank A/S",85100,89900,92600,95700,98100,<a href="javascript:visAnm('153362104')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Ansatte med tjenestemandspensionsret","Pensionsudgifter og -bidrag","TDC A/S",Expense type,Appropriation type,"Tidligere tjenestemandsansatte ved TDC A/S",198800,201900,210300,210900,211400,<a href="javascript:visAnm('153362105')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Ansatte med tjenestemandspensionsret","Pensionsudgifter og -bidrag","Øvrige selskabsansatte",Expense type,Appropriation type,"Combus A/S",34400,35200,35000,34900,34200,<a href="javascript:visAnm('153362110')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Ansatte med tjenestemandspensionsret","Pensionsudgifter og -bidrag","Øvrige selskabsansatte",Expense type,Appropriation type,"Koncessionerede selskaber",34800,34000,34400,34400,34400,<a href="javascript:visAnm('153362110')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Ansatte med tjenestemandspensionsret","Pensionsudgifter og -bidrag","Øvrige selskabsansatte",Expense type,Appropriation type,"W. S. Atkins International Ltd.",300,300,300,0,0,<a href="javascript:visAnm('153362110')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Ansatte med tjenestemandspensionsret","Pensionsudgifter og -bidrag","Øvrige selskabsansatte",Expense type,Appropriation type,"Københavns Lufthavne A/S",13000,13900,14200,14700,14600,<a href="javascript:visAnm('153362110')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Ansatte med tjenestemandspensionsret","Pensionsudgifter og -bidrag","Øvrige selskabsansatte",Expense type,Appropriation type,"Odense Lufthavn",500,500,600,600,500,<a href="javascript:visAnm('153362110')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Forskellige statslige pensionsforpligtelser","Folkeskolen og visse selvejende institutioner","Pensionsudgifter i folkeskolen mv.",Expense type,Appropriation type,"Pensioner til tjenestemænd i folkeskolen mv.",7041900,7251300,7516900,7592200,7619700,<a href="javascript:visAnm('153363101')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Forskellige statslige pensionsforpligtelser","Folkeskolen og visse selvejende institutioner","Københavns kommunale skolevæsen",Expense type,Appropriation type,"Københavns kommunale skolevæsen",350200,350000,327600,327600,327600,<a href="javascript:visAnm('153363102')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Forskellige statslige pensionsforpligtelser","Folkeskolen og visse selvejende institutioner","Øvrige selvejende institutioner",Expense type,Appropriation type,"Overtagne tidligere amtskommunale skoler mv.",46900,87200,40000,46200,51200,<a href="javascript:visAnm('153363103')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Forskellige statslige pensionsforpligtelser","Statslige pensionsordninger m.v.","Civilarbejderloven",Expense type,Appropriation type,"Civilarbejderloven",715300,705500,703100,691000,676600,<a href="javascript:visAnm('153363201')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Forskellige statslige pensionsforpligtelser","Statslige pensionsordninger m.v.","Statsgaranterede pensionskasser",Expense type,Appropriation type,"Pensionsfonden af 1951",83100,88200,89200,89200,89200,<a href="javascript:visAnm('153363210')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Forskellige statslige pensionsforpligtelser","Statslige pensionsordninger m.v.","Statsgaranterede pensionskasser",Expense type,Appropriation type,"Pensionskassen af 1950",18400,19100,18200,18100,16900,<a href="javascript:visAnm('153363210')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Forskellige statslige pensionsforpligtelser","Statslige pensionsordninger m.v.","Pens.forpligtelser i Grønland og på Færøerne",Expense type,Appropriation type,"Tjenestemænd ansat under Grønlands Selvstyre",163100,165000,166800,166800,166800,<a href="javascript:visAnm('153363220')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Forskellige statslige pensionsforpligtelser","Statslige pensionsordninger m.v.","Pens.forpligtelser i Grønland og på Færøerne",Expense type,Appropriation type,"Færøernes skolevæsen",24000,23000,23300,23300,23300,<a href="javascript:visAnm('153363220')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Forskellige statslige pensionsforpligtelser","Statslige pensionsordninger m.v.","Øvrige statslige pensionsordninger",Expense type,Appropriation type,"Hypotekbanken",2800,2700,2300,1800,1700,<a href="javascript:visAnm('153363230')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Forskellige statslige pensionsforpligtelser","Statslige pensionsordninger m.v.","Øvrige statslige pensionsordninger",Expense type,Appropriation type,"Pensord. Højsk., Landbsk. og Husholdningssk.",134800,140900,145800,147400,151000,<a href="javascript:visAnm('153363230')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Forskellige statslige pensionsforpligtelser","Statslige pensionsordninger m.v.","Øvrige statslige pensionsordninger",Expense type,Appropriation type,"Pensionsordningen af 1976",906700,940900,940100,928200,914300,<a href="javascript:visAnm('153363230')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Forskellige statslige pensionsforpligtelser","Statslige pensionsordninger m.v.","Øvrige statslige pensionsordninger",Expense type,Appropriation type,"Pens.ordn. for SHAVA",2600,5200,5000,4700,4100,<a href="javascript:visAnm('153363230')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Forskellige statslige pensionsforpligtelser","Statslige pensionsordninger m.v.","Øvrige statslige pensionsordninger",Expense type,Appropriation type,"Apotekervæsenets Pensionsordning",700,4300,0,0,0,<a href="javascript:visAnm('153363230')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Forskellige statslige pensionsforpligtelser","Statslige pensionsordninger m.v.","Øvrige statslige pensionsordninger",Expense type,Appropriation type,"Kolonien Filadelfias pensionsordning",13100,11000,11000,10200,9800,<a href="javascript:visAnm('153363230')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Forskellige statslige pensionsforpligtelser","Statslige pensionsordninger m.v.","Øvrige statslige pensionsordninger",Expense type,Appropriation type,"Pensionsordning vedr. kødkontrollen",10500,8900,8200,7100,6400,<a href="javascript:visAnm('153363230')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Forskellige statslige pensionsforpligtelser","Statslige pensionsordninger m.v.","Øvrige statslige pensionsordninger",Expense type,Appropriation type,"Pens. til tjm.lign ansatte ved tilskudsberett",800,800,700,700,600,<a href="javascript:visAnm('153363230')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Forskellige statslige pensionsforpligtelser","Statslige pensionsordninger m.v.","Øvrige statslige pensionsordninger",Expense type,Appropriation type,"Det danske Hedeselskab",7000,5200,5200,4400,3200,<a href="javascript:visAnm('153363230')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Forskellige statslige pensionsforpligtelser","Statslige pensionsordninger m.v.","Øvrige statslige pensionsordninger",Expense type,Appropriation type,"Tjenestemænd ved Danmarks Radio",27300,24900,23600,20100,16100,<a href="javascript:visAnm('153363230')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Forskellige statslige pensionsforpligtelser","Statslige pensionsordninger m.v.","Øvrige statslige pensionsordninger",Expense type,Appropriation type,"Det Kgl. Teater, pensionsordning",59100,55600,55800,54700,52900,<a href="javascript:visAnm('153363230')">Se anmærkninger,link</a>,
"Pensionsvæsenet","Forskellige statslige pensionsforpligtelser","Statslige pensionsordninger m.v.","Øvrige statslige pensionsordninger",Expense type,Appropriation type,"Nationalforeningens Pensionsordning",2900,2600,2000,1700,1600,<a href="javascript:visAnm('153363230')">Se anmærkninger,link</a>,
